session_id,round,decision_index,stage,current_player,state,legal_actions,chosen_action,reward,done
20250331231818,2,1,first,1,"{'round': 2, 'stage': 'first', 'current_player': 1, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 3, 'chips': '6;13;8', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-1,False
20250331231818,2,1,first,2,"{'round': 2, 'stage': 'first', 'current_player': 2, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 4, 'chips': '6;13;7', 'betting_history': 'check,check,bet', 'highest_bet': 1, 'last_bettor': 2}","[0, 1]",1,6,False
20250331231825,2,1,first,0,"{'round': 2, 'stage': 'first', 'current_player': 0, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 8, 'chips': '2;13;7', 'betting_history': 'check,check,bet,raise', 'highest_bet': 4, 'last_bettor': 0}","[2, 3, 4]",4,-5,True
20250331231825,2,2,first,1,"{'round': 2, 'stage': 'first', 'current_player': 1, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 8, 'chips': '2;13;7', 'betting_history': 'check,check,bet,raise,fold', 'highest_bet': 4, 'last_bettor': 0}","[2, 3, 4]",3,-1,True
20250331231825,2,3,first,2,"{'round': 2, 'stage': 'first', 'current_player': 2, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 11, 'chips': '2;13;4', 'betting_history': 'check,check,bet,raise,fold,call', 'highest_bet': 4, 'last_bettor': 0}","[2, 3, 4]",2,6,True
20250331231947,2,0,second,0,"{'round': 2, 'stage': 'second', 'current_player': 0, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 11, 'chips': '2;13;4', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-5,True
20250331231947,2,1,second,2,"{'round': 2, 'stage': 'second', 'current_player': 2, 'player0_card': 'J', 'player1_card': 'A', 'player2_card': 'K', 'pot': 11, 'chips': '2;13;4', 'betting_history': 'check,check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,6,True
20250401142141,1,0,first,0,"{'round': 1, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 3, 'chips': '9;9;9', 'betting_history': 'check', 'highest_bet': 0, 'last_bettor': -1}","[0, 1]",0,-9,False
20250401142141,1,1,first,1,"{'round': 1, 'stage': 'first', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 4, 'chips': '9;8;9', 'betting_history': 'check,bet', 'highest_bet': 1, 'last_bettor': 1}","[0, 1]",1,11,False
20250401142141,1,2,first,2,"{'round': 1, 'stage': 'first', 'current_player': 2, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 5, 'chips': '9;8;8', 'betting_history': 'check,bet,call', 'highest_bet': 1, 'last_bettor': 1}","[2, 3, 4]",2,-2,False
20250401142214,1,1,first,0,"{'round': 1, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 9, 'chips': '5;8;8', 'betting_history': 'check,bet,call,raise', 'highest_bet': 4, 'last_bettor': 0}","[2, 3, 4]",4,-9,False
20250401142214,1,1,first,1,"{'round': 1, 'stage': 'first', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 15, 'chips': '5;2;8', 'betting_history': 'check,bet,call,raise,raise', 'highest_bet': 7, 'last_bettor': 1}","[2, 3, 4]",4,11,True
20250401142214,1,2,first,2,"{'round': 1, 'stage': 'first', 'current_player': 2, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 15, 'chips': '5;2;8', 'betting_history': 'check,bet,call,raise,raise,fold', 'highest_bet': 7, 'last_bettor': 1}","[2, 3, 4]",3,-2,True
20250401142323,1,3,first,0,"{'round': 1, 'stage': 'first', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 18, 'chips': '2;2;8', 'betting_history': 'check,bet,call,raise,raise,fold,call', 'highest_bet': 7, 'last_bettor': 1}","[2, 3, 4]",2,-9,True
20250401142323,1,1,second,1,"{'round': 1, 'stage': 'second', 'current_player': 1, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 19, 'chips': '2;1;8', 'betting_history': 'bet', 'highest_bet': 8, 'last_bettor': 1}","[0, 1]",1,11,True
20250401142413,1,2,second,0,"{'round': 1, 'stage': 'second', 'current_player': 0, 'player0_card': 'Q', 'player1_card': 'K', 'player2_card': 'A', 'pot': 20, 'chips': '1;1;8', 'betting_history': 'bet,call', 'highest_bet': 8, 'last_bettor': 1}","[2, 3, 4]",2,-9,True
